Make,Model,Year,Price,Contact Number,Class,Category,Length,Hull Material
Islander,P 40,1983,29000.00,(888) 880-7977,Sails, Cruisers,40,Fiberglass
Jersey Dawn,Sportfish,1986,58000.00,(888) 369-4111,Power, Sports Fishing Boats,40,Fiberglass
Hatteras,40 Double Cabin,1989,89900.00,(866) 729-2520,Power," Motor Yachts, Cruisers, Aft Cabin",40,Fiberglass
Sea Ray,40 Motor Yacht,2007,219500.00,(855) 451-5013,Power," Motor Yachts, Aft Cabin",40,Fiberglass
Meridian,408 Motoryacht,2005,189000.00,(866) 202-6680,Power, Motor Yachts,40,Fiberglass
Regal,4080 Sportyacht,2009,219000.00,(877) 655-4702,Power, Motor Yachts,40,Fiberglass
SeaHunter,Repowered in 2013,2008,209999.00,(888) 294-9428,Power, Center Consoles,40,Fiberglass
Baja,40 Outlaw,2008,184750.00,(573) 348-4700,Power, High Performance Boats,40,Fiberglass
Silverton,Convertible 38,2004,159900.00,(888) 716-5495,Power, Cruisers,40,Fiberglass
Sea Ray,400 Express Cruiser,1992,57000.00,(877) 862-1334,Power," Cruisers, Express Cruiser",40,Fiberglass
Mainship,40 Trawler,2007,229900.00,(888) 573-4258,Power," Trawlers, Flybridge, Pilothouse",40,Fiberglass
Nor-Tech,4000 Roadster,2015,549000.00,(888) 382-9060,Power, High Performance Boats,40,Fiberglass
Beneteau,40,2008,189900.00,(888) 457-2291,Sails," Cruisers, Racers and Cruisers",40,Fiberglass
Sabre,40 Salon Express,2011,519000.00,(888) 714-6357,Power, Express Cruiser,40,Fiberglass
Ocean Alexander,40 Double Cabin,1985,97250.00,(866) 271-1958,Power, Trawlers,40,Fiberglass
Caliber,40LRC,1996,165900.00,(561) 844-4109,Sails," Cruisers, Sloop",40,Fiberglass
Fountain,12 Meter,1989,29900.00,(866) 573-1347,Power, High Performance Boats,40,Fiberglass
Trojan,12 Meter Motoryacht,1988,46000.00,(941) 914-9217,Power," Other, Aft Cabin",40,Fiberglass
Baja,405,2007,129950.00,(877) 887-8510,Power," Express Cruiser, Cuddy Cabin",40,Fiberglass
Beneteau,First Class 12,1987,43900.00,(941) 914-9217,Sails," Sloop, Racers and Cruisers",40,Other
Cruisers Yachts,400 Express,2004,159000.00,(877) 416-0241,Power," Express Cruiser, Cruisers, Aft Cabin",40,Fiberglass
Regal,Sport Yachts Commodore 3880,2003,120000.00,(877) 564-3561,Power, Motor Yachts,40,Fiberglass
Silverton,40 Convertible,1988,49900.00,(866) 271-1958,Power," Antique and Classics, Convertible Boats, Flybridge",40,Fiberglass
Meridian,408 Motoryacht,2004,210000.00,(888) 352-1078,Power, Motor Yachts,40,Fiberglass
Beneteau,Oceanis 400,1995,105000.00,(941) 914-9217,Sails," Racers and Cruisers, Motorsailers",40,Fiberglass
Whiticar,Sportfish,1958,34500.00,(866) 566-7741,Power, Sports Fishing Boats,40,Wood
Tiara,4000 Express Cruiser,1995,105000.00,"
                (305) 986-8767        ",Power, Cruiser Power,40,FIBERGLASS/COMPOSITE
Mainship,Sedan Bridge,1994,58900.00,(877) 255-1269,Power, Convertible Boats,40,Fiberglass
Beneteau,40,2011,189000.00,(888) 365-8488,Sails," Cruisers, Racers and Cruisers",40,Fiberglass
Luhrs,40 Convertible,2001,169900.00,(866) 277-0103,Power, Convertible Boats,40,Fiberglass
Carver,C40,2014,449900.00,(866) 537-5071,Power," Flybridge, Motor Yachts",40,Fiberglass
Mainship,40 Trawler,2008,233900.00,(866) 491-0375,Power, Trawlers,40,Fiberglass
SeaHunter,Tournament,2013,289900.00,(855) 420-9493,Power, Center Consoles,40,Fiberglass
Sea Ray,40 Motor Yacht,2006,189900.00,(877) 712-2296,Power, Motor Yachts,40,Fiberglass
Sea Ray,40 Sundancer,2006,219900.00,(866) 269-0990,Power," Express Cruiser, Cruisers, Motor Yachts",40,Fiberglass
Cabo,40 Convertible,2007,565000.00,(251) 747-6830,Power, Flybridge,40,Fiberglass
Cabo,40 Express,2003,329900.00,(617) 288-1000,Power," Express Cruiser, Sports Fishing Boats, Saltwater Fishing",40,Fiberglass
Silverton,40 Convertible,1986,32000.00,(941) 914-9217,Power," Other, Other",40,Fiberglass
BAJA MARINE,405,2007,89000.00,(877) 481-0732,Power, High Performance Boats,40,Fiberglass
Trojan,12 Meter Motoryacht,1989,99900.00,(866) 695-9482,Power," Motor Yachts, Flybridge",40,Fiberglass
Pilgrim North Castle,efficient Trawler Pilothouse,1984,124000.00,(866) 347-9281,Power," Trawlers, Tug, Cruisers",40,Fiberglass
Jeanneau,Sun Odyssey 409,2011,123000.00,,Sails," Cruisers, Racers and Cruisers",40,Fiberglass
Baja,40 Outlaw,2005,99000.00,(866) 469-9640,Power, High Performance Boats,40,Fiberglass
Drift r cruise houseboat,driftr houseboat,1966,8900.00,(866) 246-9264,Power, House Boats,40,Fiberglass
Topaz,40 Express,2006,298700.00,(877) 657-2443,Power," Sports Fishing Boats, Motor Yachts, Saltwater Fishing",40,Fiberglass
Silverton,40 Aft Cabin,1990,52600.00,(941) 914-9217,Power," Aft Cabin, Other",40,Fiberglass
Formula,400 Super Sport,2005,200000.00,(877) 272-2545,Power," Cruisers, Express Cruiser, Motor Yachts",40,Fiberglass
Cabo Rico,Northeast 400,2000,199999.00,(888) 573-4258,Sails," Motorsailers, Pilothouse, Sloop",40,Fiberglass
Hatteras,40 Motor Yacht,1987,94900.00,(419) 304-4405,Power," Motor Yachts, Flybridge",40,Fiberglass
Walker Bay,Generation 360 DLX,2016,22995.00,(888) 452-8924,Small Boats, Rigid Sports Inflatable,40,Hypalon
Schooner Creed Boat Works,Flush Deck Passenger Launch,2007,425000.00,(888) 474-7027,Power," Commercial Boats, Passenger",40,Fiberglass
Egg Harbor,40 Sport Fisherman,1977,54500.00,(866) 695-9482,Power, Flybridge,40,Fiberglass
Carver,Sport Yacht 396 Motor Yacht,2000,124900.00,(866) 621-2910,Power, Motor Yachts,40,Fiberglass
Silverton,AFT CABIN,1988,44900.00,(866) 396-3898,Power, Aft Cabin,40,Composite
Silverton,40 Flybridge,1986,44500.00,(941) 914-9217,Power," Other, Sports Fishing Boats",40,Fiberglass
Beneteau,40,2008,185000.00,(888) 457-2291,Sails, Racers and Cruisers,40,Fiberglass
Regal,4080 FLYBRIDGE SEDAN,2007,189000.00,(888) 726-1627,Power, Flybridge,40,Fiberglass
Wellcraft,Coastal 400 Convertible,2002,259000.00,(888) 573-4258,Power," Sports Fishing Boats, Convertible Boats, Flybridge",40,Fiberglass
Fountaine Pajot,Summerland,2011,502769.00,(888) 809-0083,Power," Motor Yachts, Trawlers",40,Composite
Regal,3860 Commodore,2006,219000.00,(877) 609-0689,Power, Cruisers,40,Fiberglass
Sea Ray,400 Express Cruiser,1996,87000.00,"
                (312) 560-5026        ",Power, Express Cruiser,40,FIBERGLASS REINFORCED
Viking,Convertible Sport Fish,1980,65000.00,(866) 865-4286,Power," Convertible Boats, Flybridge, Sports Fishing Boats",40,Fiberglass
Push Boat,40,1945,135000.00,(866) 461-6540,Power, Commercial Boats,40,Fiberglass
Saga,409,2007,188000.00,(888) 573-4258,Sails," Sloop, Sloop, Cruisers",40,Fiberglass
Formula,400 Super Sport,2000,105900.00,(888) 828-6720,Power," Cruisers, Express Cruiser",40,Fiberglass
Sea Ray,400 Sundancer,2006,198995.00,(866) 277-0103,Power, Express Cruiser,40,Fiberglass
Houseboat,Custom Pontoon Houseboat,2007,59000.00,(866) 271-1662,Power, House Boats,40,Aluminum
Formula,40 PC,2006,229990.00,(866) 684-1217,Power, Cruisers,40,Fiberglass
Silverton,40,1989,46900.00,(941) 914-9217,Power," Aft Cabin, Motor Yachts",40,Fiberglass
Bayliner,4087 Aft Cabin Motoryacht,2000,95000.00,(866) 202-6680,Power," Motor Yachts, Aft Cabin",40,Fiberglass
Trojan,12 Meter Motor Yacht,1989,79900.00,(866) 535-2168,Power, Motor Yachts,40,Fiberglass
Sea Ray,400 Express Cruiser,1996,87000.00,(855) 241-0422,Power, Express Cruiser,40,Fiberglass
Monterey,400 Sport Yacht,2008,219500.00,(912) 272-9500,Power," Cruisers, Express Cruiser, Motor Yachts",40,Fiberglass
Meridian,408 Motoryacht,2005,198000.00,(888) 474-7027,Power, Motor Yachts,40,Fiberglass
CARVER YACHTS,400 Cockpit Motor Yacht,1997,69000.00,4.10828E+19,Power," Motor Yachts, Flybridge, Aft Cabin",40,Fiberglass
Sea Ray,40 Sundancer,2000,132900.00,(866) 573-1347,Power, Express Cruiser,40,Fiberglass
Regal,Commodore 402,1997,64500.00,"
                (512) 461-9527        ",Power, Express Cruiser,40,FIBERGLASS REINFORCED
Cabo Yachts,40 Zeus,2009,475000.00,(888) 714-6357,Power, Sports Fishing Boats,40,Fiberglass
Cabo Yachts,40 EXPRESS,2008,525000.00,(866) 313-2566,Power," Sports Fishing Boats, Express Cruiser",40,Fiberglass
Selene,Archer 40,2007,438000.00,(888) 774-4563,Power," Trawlers, Motor Yachts, Aft Cabin",40,Fiberglass
Carver,405 Motor Yacht,1997,96500.00,(866) 695-9482,Power," Motor Yachts, Aft Cabin",40,Fiberglass
Pacemaker,40 Sportfish,1978,40000.00,(877) 533-6595,Power, Sports Fishing Boats,40,Fiberglass
Riviera,4000 Express,1999,215000.00,(561) 844-4109,Power, Express Cruiser,40,Composite
Formula,40 PC,2002,124000.00,"
                (586) 703-2111        ",Power, Cruiser Power,40,FIBERGLASS REINFORCED
Silverton,40 Express,1989,38995.00,(855) 822-3118,Power," Express Cruiser, Aft Cabin",40,Fiberglass
Sea Ray,390 Motor Yacht,2005,189900.00,(866) 694-6745,Power, Motor Yachts,40,Fiberglass
Carver,405 Aft Cabin lower helm w/ dinghy,1998,99900.00,(866) 810-2186,Power," Aft Cabin, House Boats",40,Fiberglass
Choate,40,1979,59000.00,(855) 257-7057,Sails, Racers and Cruisers,40,Fiberglass
Bill Garden,Mariner Ketch,1969,80000.00,(888) 573-4258,Sails, Ketch,40,Wood
C&C;,40 Centerboard Cruiser/Bristol,1981,64900.00,(865) 206-1160,Sails," Racers and Cruisers, Cruisers",40,Fiberglass
Regal,Commodore 402,2000,89000.00,(888) 880-7977,Power, Express Cruiser,40,Fiberglass
Sea Ray,400 Sedan Bridge,2003,199000.00,(203) 676-7089,Power, Motor Yachts,40,Fiberglass
Sea Ray,400 Sundancer,1999,129900.00,(877) 730-7032,Power," Cruisers, Express Cruiser",40,Fiberglass
Viking,40ft,1979,49000.00,(714) 458-7567,Power, Flybridge,40,Fiberglass
Luhrs,40 Convertible Sportfish,2002,145000.00,(727) 415-4676,Power," Sports Fishing Boats, Convertible Boats, Flybridge",40,Fiberglass
Formula,40 PC,2002,109000.00,(877) 712-2296,Power," Cruisers, Express Cruiser",40,Fiberglass
Sea Ray,40 Sundancer,2006,204950.00,(888) 342-4397,Power, Motor Yachts,40,Fiberglass
Hatteras,40FT Double Cabin,1987,79000.00,(866) 491-0375,Power," Cruisers, Motor Yachts",40,Fiberglass
Sea Ray,40 Motor Yacht,2007,189900.00,(678) 887-3711,Power, Motor Yachts,40,Fiberglass
Formula,400 SS,2008,322770.00,(866) 271-2086,Power, Cruisers,40,Fiberglass
Formula,400 Super Sport,2005,198450.00,(877) 659-6516,Power," Express Cruiser, High Performance Boats",40,Fiberglass
SEA HUNTER,40' Center Console,2014,449000.00,(888) 245-1418,Power," Center Consoles, Sports Fishing Boats, Saltwater Fishing",40,Fiberglass
Ocean,Super Sport,1977,35000.00,"
                (772) 473-5157        ",Power, Sport Fisherman,40,FIBERGLASS REINFORCED
Carver,406 Aft Cabin,1999,124990.00,(770) 614-6655,Power, Aft Cabin,40,Fiberglass
Harbor-Master,Coastal 40,1994,74200.00,(888) 281-4309,Power, Motor Yachts,40,Fiberglass
Cabo Yachts,40 Express Hardtop,2005,489000.00,(866) 808-0302,Power, Express Cruiser,40,Fiberglass
Egg Harbor,FDMY,1982,26900.00,(866) 769-9088,Power," Motor Yachts, Flybridge",40,Fiberglass
Cruisers Yachts,3950,1996,98500.00,(866) 563-9694,Power," Aft Cabin, Motor Yachts, Flybridge",40,Fiberglass
"Sportfish (Bertram, Hatteras, Viking)",40,1995,129000.00,(866) 220-9319,Power, Sports Fishing Boats,40,Fiberglass
Formula,40 PC,2004,192000.00,8889,Power, Express Cruiser,40,Fiberglass
Sabre,40 Salon Express,2011,519900.00,(877) 642-1957,Power," Downeast, Express Cruiser",40,Fiberglass
Chris-Craft,Constellation Salon 40,1966,11999.00,(941) 914-9217,Power," Other, Antique and Classics",40,Wood
Meridian,408 Motoryacht,2005,204500.00,(866) 202-6680,Power, Motor Yachts,40,Fiberglass
Island Trader,40,1977,28500.00,(941) 914-9217,Sails," Ketch, Sloop",40,Fiberglass
Sea Ray,400 Sundancer,1999,147000.00,(888) 669-8459,Power," Motor Yachts, Express Cruiser",40,Fiberglass
Beneteau,CC,1997,99000.00,(877) 564-0553,Sails," Center Cockpit, Sloop",40,Fiberglass
Silverton,392 MY,2002,129900.00,(941) 914-9217,Power," Other, Other",40,Fiberglass
Monterey,400 IPS Sport Yacht,2009,285000.00,(877) 634-6522,Power, Cruisers,40,Fiberglass
Nova,Trawler,1997,89900.00,(734) 497-3721,Power, Trawlers,40,Fiberglass
Riviera,Flybridge,2003,350000.00,(888) 837-0401,Power," Sports Fishing Boats, Flybridge",40,Fiberglass
Sea Ray,400 Express Cruiser,1992,55995.00,(866) 277-0103,Power, Express Cruiser,40,Fiberglass
Cabo Yachts,Express,2004,495000.00,(888) 499-4570,Power," Sports Fishing Boats, Saltwater Fishing",40,Fiberglass
Ocean Alexander,Tri-cabin,1989,179000.00,"
                (206) 465-1528        ",Power, Trawler,40,FIBERGLASS REINFORCED
Jersey,Sportfish,1986,85000.00,(888) 532-5112,Power, Sports Fishing Boats,40,Composite
Ocean Yachts,Super Sport,2004,209000.00,(561) 844-4109,Power," Convertible Boats, Sports Fishing Boats, Saltwater Fishing",40,Fiberglass
Beneteau,Oceanis 40,2011,120000.00,12844941000,Sails," Cruisers, Racers and Cruisers",40,Fiberglass
Pacemaker,40' Flybridge Motor Yacht,1977,29900.00,(877) 533-6595,Power," Flybridge, Motor Yachts",40,Fiberglass
Formula,400 Super Sport,2006,159900.00,(239) 822-8769,Power," Cruisers, Motor Yachts",40,Fiberglass
CAL,40,1970,29000.00,(866) 220-9319,Sails, Cruisers,40,Fiberglass
Egg Harbor,Sedan Bridge,1984,79500.00,(877) 657-0693,Power," Convertible Boats, Sports Fishing Boats, Flybridge",40,Fiberglass
Fjord,40 Open,2010,495000.00,(855) 451-5013,Power, Other,40,Composite
Trojan,Express,2000,94900.00,(888) 573-4258,Power, Express Cruiser,40,Fiberglass
Mainship,40 Double Cabin,1988,39900.00,(866) 342-1830,Power, Flybridge,40,Fiberglass
Luhrs,Convertible,2004,215000.00,(888) 441-3050,Power," Convertible Boats, Saltwater Fishing, Sports Fishing Boats",40,Fiberglass
Luhrs,Tournament 400,1999,127900.00,(941) 914-9217,Power," Sports Fishing Boats, Saltwater Fishing",40,Fiberglass
Carver,396 Motor Yacht,2003,140000.00,(866) 271-3613,Power," Aft Cabin, Motor Yachts",40,Fiberglass
Wellcraft,Coastal by Riviera,2002,179900.00,(866) 970-1440,Power, Convertible Boats,40,Fiberglass
Silverton,372 Aft Cabin,1996,48900.00,(941) 914-9217,Power," Aft Cabin, Express Cruiser",40,Fiberglass
Grginic Jahte,Mirakul 40,2015,309900.00,(888) 722-7490,Power," Express Cruiser, Sports Cruiser, Express Cruiser",40,Fiberglass
Jonmeri,Jonmeri 40,1985,155000.00,(860) 536-7776,Sails," Racers and Cruisers, Racers",40,Fiberglass
Hatteras,Double Cabin,1989,159000.00,(877) 568-1468,Power, Motor Yachts,40,Fiberglass
Dereli,Daytripper,2004,239500.00,(877) 257-5144,Power," Downeast, Express Cruiser",40,Fiberglass
Silverton,Convertible,1989,42900.00,(866) 970-1440,Power, Convertible Boats,40,Fiberglass
Sea Ray,400 Sundancer,1999,144900.00,(888) 828-6720,Power," Cruisers, Motor Yachts, Express Cruiser",40,Fiberglass
Silverton,35 Motor Yacht,2006,139000.00,(855) 257-5515,Power, Motor Yachts,40,Fiberglass
Silverton,402 Motor Yacht,1997,114800.00,(877) 862-1334,Power, Motor Yachts,40,Fiberglass
Sea Ray,400 Express Cruiser,1997,89000.00,(866) 476-5771,Power, Express Cruiser,40,Fiberglass
Pace,Convertible,1989,109000.00,(561) 844-4109,Power, Convertible Boats,40,Composite
Monte Carlo,40 EXPRESS,1991,93900.00,(727) 692-1712,Small Boats," Express Cruiser, High Performance Boats, Tender",40,Fiberglass
Beneteau,Oceanis 40,2011,119000.00,19549254150,Sails," Cruisers, Racers and Cruisers",40,Fiberglass
Luhrs,40 Convertible Sportfish,1987,69500.00,(941) 914-9217,Power," Sports Fishing Boats, Saltwater Fishing",40,Fiberglass
Block Island,40 Yawl,1999,239000.00,(866) 271-1958,Sails," Cruisers, Yawl",40,Fiberglass
Post,40 Sportfish,1973,20500.00,(941) 914-9217,Power," Sports Fishing Boats, Saltwater Fishing",40,Wood
Contender,38 Express,2008,350000.00,(866) 729-2520,Power," Saltwater Fishing, Cruisers, Sports Fishing Boats",40,Fiberglass
Cruisers,4050,2003,185000.00,(866) 342-1830,Power, Motor Yachts,40,Fiberglass
Silverton,Aft Cabin Motoryacht,1988,47500.00,(888) 573-4258,Power," Aft Cabin, Flybridge, Cruisers",40,Fiberglass
Mainship,40 Nantucket,1988,29999.00,(888) 281-2678,Power, Motor Yachts,40,Fiberglass
Marine Trader LaBelle,40 Sundeck Motor Yacht,1984,99900.00,(888) 669-8459,Power," Motor Yachts, Trawlers",40,Fiberglass
C & C,37/40 Wing Keel (Model 37R),1990,64900.00,(941) 773-9353,Sails, Racers and Cruisers,40,Fiberglass
Mainship,Nantucket,1987,31500.00,(866) 332-0843,Power," Downeast, Trawlers",40,Fiberglass
Trojan,12 Meter Motor Yacht,1989,69900.00,(888) 221-2785,Power," Motor Yachts, Cruisers, Aft Cabin",40,Fiberglass
Formula,400 ss,1999,75000.00,"
                (419) 545-7445        ",Power, Cruiser Power,40,FIBERGLASS REINFORCED
Custom,Crab/ Fishing Vessel,2010,50000.00,(866) 461-6540,Power, Commercial Boats,40,Fiberglass
Trojan,12 Meter Express Cruiser,1989,84900.00,(888) 501-9677,Power," Express Cruiser, Cruisers",40,Fiberglass
Formula,PC,2005,199900.00,(855) 647-3446,Power, Cruisers,40,Fiberglass
Sea Ray,400 Express Cruiser,1997,96750.00,(941) 914-9217,Power," Express Cruiser, Cruisers",40,Fiberglass
Sea Ray,400 Express Cruiser,1996,76995.00,(866) 277-0103,Power, Express Cruiser,40,Fiberglass
Formula,400 Super Sport,2006,219000.00,(866) 694-7902,Power," Cruisers, Express Cruiser, Sports Cruiser",40,Fiberglass
Silverton,40 Aft Cabin,1988,29900.00,(866) 347-3632,Power, Flybridge,40,Fiberglass
Sea Ray,40 Motor Yacht,2007,259000.00,(877) 351-0371,Power, Motor Yachts,40,Fiberglass
Sea Ray,400 Sedan Bridge,2001,149777.00,(888) 659-4250,Power, Motor Yachts,40,Fiberglass
Cabo,40 Convertible,2008,549000.00,(888) 607-7131,Power," Flybridge, Saltwater Fishing",40,Fiberglass
Knowles Custom Boats,40 Custom Express,1986,349000.00,(888) 573-4258,Power, Sports Cruiser,40,Composite
J Boats J/40,J40,1990,89000.00,(888) 457-2291,Sails, Racers and Cruisers,40,Composite
Sea Ray,Express Cruiser,1996,89900.00,(866) 762-9930,Power, Express Cruiser,40,Fiberglass
Legacy,400,1999,265000.00,(877) 862-1334,Power, Cruisers,40,Fiberglass
Willard,40 Trawler,1988,144900.00,(855) 218-5608,Power, Motor Yachts,40,Fiberglass
Carver,405 Aft Cabin Motor Yacht,1997,99900.00,(561) 303-5663,Power, Aft Cabin,40,Fiberglass
Sea Ray,Sedan Bridge,2001,179900.00,(877) 255-1269,Power," Convertible Boats, Cruisers",40,Fiberglass
Luhrs,Convertible,1987,39900.00,(866) 970-1440,Power, Flybridge,40,Fiberglass
Rampage,38 Express,2004,165106.00,(866) 469-9640,Power," Saltwater Fishing, Cruisers",40,Fiberglass
Formula,400ss,2004,162900.00,(305) 796-0040,Power, Cuddy Cabin,40,Fiberglass
Heritage,East 40 Motor Yacht,1987,68500.00,(877) 862-1334,Power, Motor Yachts,40,Fiberglass
Rinker,400 Express Cruiser,2007,149900.00,(888) 675-1556,Power, Cruisers,40,Fiberglass
Formula,40 PC,2006,189900.00,(888) 880-5156,Power," Express Cruiser, Cruisers, Motor Yachts",40,Fiberglass
Hunter,40.5 SL,1996,79500.00,(941) 914-9217,Sails," Racers and Cruisers, Sloop",40,Other
Sea Ray,400 Express Cruiser,1997,69995.00,(855) 218-5608,Power," Express Cruiser, Sports Cruiser, Cruisers",40,Fiberglass
Pacemaker,40' Sport Fisherman,1978,39900.00,(866) 573-1347,Power," Flybridge, Flybridge, Sports Fishing Boats",40,Fiberglass
Mainship,40 Sedan Bridge,1993,40000.00,(866) 417-4234,Power, Cruisers,40,Fiberglass
Sea Ray,400 Sundancer,1998,139900.00,(888) 319-4650,Power, Express Cruiser,40,Fiberglass
Regal,402 Commodore,1997,79995.00,(888) 880-7977,Power," Express Cruiser, Cruisers",40,Fiberglass
Riviera,40 Flybridge,2001,255000.00,(888) 319-4650,Power," Flybridge, Sports Fishing Boats, Convertible Boats",40,Fiberglass
Cabo,Express,2004,359000.00,(888) 714-6357,Power," Sports Fishing Boats, Saltwater Fishing, Express Cruiser",40,Fiberglass
Cytra,Bavaria 40,1986,79900.00,(855) 241-0561,Power, Convertible Boats,40,Fiberglass
Sea Ray,Express Cruiser 400,1994,64500.00,(941) 914-9217,Power," Express Cruiser, Cruisers",40,Fiberglass
Beneteau,Oceanis 40,2011,115000.00,(284) 346-2016,Sails," Cruisers, Racers and Cruisers",40,Fiberglass
Sea Ray,40 Motor Yacht,2007,230000.00,(866) 202-6680,Power, Motor Yachts,40,Fiberglass
Dereli,Daytripper Express,2002,159000.00,(888) 855-8041,Power, Express Cruiser,40,Fiberglass
Riviera,C-9,2007,499000.00,(866) 594-5122,Power, Cruisers,40,Fiberglass
Mainship,40 Sedan Bridge,1996,89500.00,(866) 491-0375,Power," Motor Yachts, Express Cruiser",40,Fiberglass
Sea Ray,380 Sundancer,1999,84000.00,(888) 832-0048,Power, Cruisers,40,Fiberglass
Mathews Brothers,Robbins 40,2006,375000.00,(866) 729-2520,Power, Downeast,40,Fiberglass
Riviera,Convertible,2003,299000.00,(888) 245-1418,Power," Convertible Boats, Sports Fishing Boats, Saltwater Fishing",40,Fiberglass
Mainship,40 Nantucket (Double Cabin),1988,69000.00,(855) 822-3118,Power," Flybridge, Trawlers, Motor Yachts",40,Fiberglass
Formula,400 Super Sport,2001,99000.00,(443) 995-0732,Power," Cruisers, Sports Cruiser",40,Fiberglass
